lid,city,endtime,title,url,price,changed,content,zipcode,library,imageurl,teaser,street,status,longitude,starttime,latitude,_id,id,streamtime
1,Aarhus,2013-11-05 17:00:00,Lav din egen 'bogæder'		,https://www.aakb.dk/node/8989,0,2013-11-04T11:53:11,"
<p><img title="""" src=""https://www.aakb.dk/files/content_images/bogmaerkertilweb.jpg"" alt="""" width=""267"" height=""200"" /></p>
<p>&nbsp;</p>
<p>Har du nogensinde læst en bog, der var så god, at du nærmest slugte den?</p>
<p>&nbsp;</p>
<p>En god bog, kan næsten blive endnu bedre, hvis du har et sjovt bogmærke.</p>
<p>&nbsp;</p>
<p>Derfor laver vi ’bogædere’ på Hovedbiblioteket denne tirsdag fra klokken 15.00 til 17.00 i børnebiblioteket.</p>
<p>&nbsp;</p>
<p>Tag din fantasi med, og lav dit eget søde, sjove, uhyggelige eller skøre bogmærke.</p>
<p>&nbsp;</p>
<p>Du er selvfølgelig også velkommen til at låne en god bog eller to med hjem til det bogmærke, du får lavet :-)</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/bogmaerkertilweb.jpg,"Kom og vær med, når vi tirsdag eftermiddag laver vores egne bogmærker.",Møllegade 1,1,10.200179,2013-11-05 15:00:00,56.156617,258,8989,2014-12-08 17:44:00
42,Viby J,2013-12-30 00:00:00,Keramiker Susanne Bidstrup udstiller på Viby Bibliotek ,https://www.aakb.dk/node/9235,0,2013-12-02T15:05:32,"
<p>Susanne Bidstrup arbejder både med drejede brugsting og unikke former i stentøjsler og porcelæn. Hun bruger ofte skrifttegn i sine dekorationer. Gentagelsen og rytmen giver en fornemmelse af ro, og udover det rent dekorative, udtrykker skrifttegnene også kommunikation mellem mennesker – også på tværs af tid og sted. Inspirationen kommer mange steder fra og det er hensigten på samme tid at skabe noget genkendeligt og nyt, hvor det æstetiske udtryk er væsentligt. Se mere på hjemme-siden <a href=""http://www.bidstrupkeramik.dk"" title=""www.bidstrupkeramik.dk"">www.bidstrupkeramik.dk</a> Udstillingen kan ses i bibliotekets åbningstid.</p>
<p><img src=""https://www.aakb.dk/files/content_images/susanne_bidstrup2_0.jpg"" alt="""" title="""" width=""200"" height=""150"" /></p>
",8260,Viby Bibliotek,https://www.aakb.dk/files/list_images/susanne_bidstrup2_0.jpg,Inspirerende udstilling,Skanderborgvej 170,2,10.164431,2013-12-02 00:00:00,56.130402,379,9235,2014-12-08 17:44:00
6,Beder,2014-02-27 21:00:00,Ølsmagning,https://www.aakb.dk/node/9227,70,2014-01-24T11:01:24,"
<p><img src=""https://www.aakb.dk/files/content_images/oelsmagning_1.jpg"" alt="""" title="""" width=""512"" height=""269"" /></p>
<p>Da der findes mange gode øl, kan det være en jungle at nå igennem dem alle. Torsdag den 27. februar inviterer Leo Thinesen i samarbejde med Beder-Malling Bibliotek til ølsmagning, hvor der præsenteres en lang række øl. Udover, at der til arrangementet kan smages på spændende øl, vil der også blive serveret små snacks.</p>
",8330,Beder-Malling Bibliotek,https://www.aakb.dk/files/list_images/oelsmagning1.jpg,Kom til ølsmagning med en ægte ølentusiast!,Kirkebakken 41,2,10.216045,2014-02-27 19:00:00,56.060321,371,9227,2014-12-08 17:44:00
55,Åby,2013-10-31 00:00:00,Susanne Butcher udstiller på Åby Bibliotek i oktober,https://www.aakb.dk/node/8920,0,2013-10-28T14:30:25,"
<p><img src=""https://www.aakb.dk/files/content_images/susannebutcher2_570.jpg"" alt=""susannebutcher2"" title="""" width=""570"" height=""423"" />hjemmeside: <a href=""http://www.susannebutcher.dk/"">http://www.susannebutcher.dk/</a>&nbsp;</p>
<p>Eksempler på billeder:</p>
<p><img src=""https://www.aakb.dk/files/content_images/susannebutcher1_570.jpg"" alt=""susannebutcher1"" title="""" width=""570"" height=""450"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",8230,Åby Bibliotek,https://www.aakb.dk/files/list_images/susannebutcher1_570.jpg,"Susanne Butcher er født i 1966, og er autodidakt billedkunstner. Selvstændig siden 2007, efter et længere og vedholdende tilløb, for at få det til at lykkes.
",Ludvig Feilbergs Vej 7,1,10.162515,2013-10-01 00:00:00,56.156438,233,8920,2014-12-08 17:44:00
1,Aarhus,2014-04-18 11:30:00,International Playgroup,https://www.aakb.dk/node/9325,0,2013-12-10T16:45:18,"
<p><img title="""" src=""https://www.aakb.dk/files/content_images/colourbox2618060_weblille_12.jpg"" alt="""" width=""448"" height=""299"" /></p>
<p>&nbsp;&nbsp;&nbsp;</p>
<p>We play, read books, show films and many other things, when UIC and Aarhus Main Library invite you to International Playgroup at 10.30 AM.</p>
<p>&nbsp;</p>
<p>It's a casual event where children can play and the parent(s) can network, meet other newcomers and get to know more about the library.</p>
<p>&nbsp;</p>
<p>UIC have activities free og charge to AU Staff, their family members and all associated with International Community.</p>
<p>Go to <a href=""http://www.au.dk/uic"">www.au.dk/uic</a> for further information.</p>
<p>&nbsp;</p>
<p>We're looking forward to seeing you in the library.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/colourbox2618060_weblille_12.jpg,Aarhus Main Library in cooperation with UIC invite newcomers to International Playgroup every other friday in the children's library.,Møllegade 1,1,10.200179,2014-04-18 10:30:00,56.156617,416,9325,2014-12-08 17:44:00
1,Aarhus,2014-05-16 11:30:00,International Playgroup,https://www.aakb.dk/node/9327,0,2013-12-10T17:29:50,"
<p><img title="""" src=""https://www.aakb.dk/files/content_images/colourbox2618060_weblille_14.jpg"" alt="""" width=""448"" height=""299"" /></p>
<p>&nbsp;</p>
<p>We play, read books, show films and many other things, when UIC and Aarhus Main Library invite you to International Playgroup at 10.30 AM.</p>
<p>&nbsp;</p>
<p>It's a casual event where children can play and the parent(s) can network, meet other newcomers and get to know more about the library.</p>
<p>&nbsp;</p>
<p>UIC have activities free og charge to AU Staff, their family members and all associated with International Community.</p>
<p>Go to <a href=""http://www.au.dk/uic"" title=""www.au.dk/uic"">www.au.dk/uic</a> for further information.</p>
<p>&nbsp;</p>
<p>We're looking forward to seeing you in the library.</p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/colourbox2618060_weblille_14.jpg,Aarhus Main Library in cooperation with UIC invite newcomers to International Playgroup every other friday in the children's library.,Møllegade 1,1,10.200179,2014-05-16 10:30:00,56.156617,418,9327,2014-12-08 17:44:00
33,Lystrup,2014-03-13 12:00:00,Internet for begyndere,https://www.aakb.dk/node/9043,0,2014-01-27T15:28:06,"
<p>Kurset er en introduktion til de basale funktioner på Internettet: Hvordan finder man rundt på nettet og hvad er et link? Kurset giver også en kort introduktion til søgemaskinen Google.</p>
<p>Der vil blive vekslet mellem oplæg og øvelser.</p>
<p>Kurset kræver ingen forudsætninger, men det er en fordel at have kendskab til mus og tastatur. Der er mulighed for at komme kl. 9.30 og øve sig med musen.</p>
<p>Tilmelding nødvendig på tlf. 8713 1980.</p>
<p><img src=""https://www.aakb.dk/files/content_images/internet_11.jpg"" alt=""Illustration af internettet"" title="""" width=""271"" height=""186"" /></p>
",8520,Lystrup Bibliotek,https://www.aakb.dk/files/list_images/internet_15.jpg,Vil du være dus med Internettet? Lystrup Bibliotek hjælper dig godt i gang med kurset ”Internet for begyndere”.,Bystævnet 4 B,1,10.228713,2014-03-13 10:00:00,56.234167,282,9043,2014-12-08 17:44:00
36,Sabro,2013-11-13 11:30:00,borger.dk,https://www.aakb.dk/node/8195,0,2013-10-28T14:28:15,"
<p>Vi ser især på ""Min side"" og ""Digital Post"" på borger.dk</p>
<p>Forudsætninger: Du skal have NemId og kendskab til brug af mus og tastatur.</p>
<p>Tilmelding: Ved henvendelse til Sabro Bibliotek, tlf. 8694 8480</p>
",8471,Sabro Bibliotek,https://www.aakb.dk/files/list_images/borger3_1.jpg,Min side og Digital Post,Sabro Skolevej 4,1,10.023125,2013-11-13 10:30:00,56.211735,73,8195,2014-12-08 17:44:00
1,Aarhus,2014-01-18 10:30:00,Breakfast for International families,https://www.aakb.dk/node/9010,0,2014-01-08T14:20:42,"
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal""><img title="""" src=""https://www.aakb.dk/files/content_images/colourbox16979431.jpg_web_lille_1.jpg"" alt="""" width=""448"" height=""299"" /></p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">We welcome international families to a breakfast event on saturday the 18th of January at 9.00 AM.</p>
<p class=""MsoNormal""><br />
The breakfast is an opportunity for International Families to get together in informal settings.&nbsp;</p>
<p>It is also a possibility to learn more about the library.</p>
<p>&nbsp;</p>
<p>After the breakfast Louise Overgaard from the Main Library will talk about childhood and libraries – how can the library support children’s development, play and learning?</p>
<p>Louise will also give a presentation of the Main Library and the new library, Dokk1.<br />
</p>
<p><br />
Throughout the event, the children can play with LEGO building blocks, play games on Wii or read children’s books.</p>
<p>Also, throughout January, the Main Library has transformed the entrance hall into a workshop of good deeds. Here all children can come and perform a good deed, or bring their used toys or books and donate it to children who don’t have any themselves.</p>
<p>&nbsp;</p>
<p>For every good deed or donation LEGO will donate 25 kroner to “Danmarks Indsamling 2014” – Denmarks biggest charity event. All the collected money will go to children who have lost one or both of their parents.</p>
<p>&nbsp;</p>
<p>The breakfast is for free, but booking will be needed.</p>
<p>&nbsp;</p>
<p>Please book your ticket by clicking the green button.</p>
<p>&nbsp;&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/colourbox16979431.jpg_web_lille_1.jpg,Breakfast event where you can hear inspirational talks and meet other families,Møllegade 1,2,10.200179,2014-01-18 09:00:00,56.156617,263,9010,2014-12-08 17:44:00
42,Viby J,2013-10-26 10:45:00,Musik og sjov med Dorte Nørgaard,https://www.aakb.dk/node/8114,0,2013-10-18T11:05:47,"
<p>Dorte Nørgaard kommer forbi med sit populære arrangement for de mindste. Et par bamsesange er på programmet i anledning af International Bamsedag søndag 27. oktober.</p>
<p>For børn 0-3 år og deres voksne. Gratis</p>
<p><strong>Tilmelding via hjemmesiden fra lørdag 12. oktober</strong></p>
<p>&nbsp;</p>
<p><img src=""https://www.aakb.dk/files/content_images/dorte_noergaard300.jpg"" alt="""" title="""" width=""300"" height=""419"" /></p>
",8260,Viby Bibliotek,https://www.aakb.dk/files/list_images/dorte_noergaard120.jpg,Tag din bamse med og syng med på bamsesange,Skanderborgvej 170,1,10.164431,2013-10-26 10:00:00,56.130402,44,8114,2014-12-08 17:44:00
15,Harlev,2013-10-24 21:00:00,Harlev Læsekreds,https://www.aakb.dk/node/8439,0,2013-10-13T15:37:45,"
<p>Aftenens bog er <em>Brødrene Sisters</em>af&nbsp; Patrick deWitt. Bogen kan hentes på biblioteket ca. 1 måned før. Tilmelding til læsekredsens møder kan ske fra gang til gang og sker ved afhentning af bogen.</p>
<p><em>I samarbejde med Harlev Biblioteks Venner.</em></p>
",8462,Harlev Bibliotek,https://www.aakb.dk/files/list_images/broedrene_sisters.jpg,"Læs og snak - få nye oplevelser med de bøger, du læser",Gammel Stillingvej 424,1,9.99869,2013-10-24 19:00:00,56.145596,133,8439,2014-12-08 17:44:00
55,Åby,2014-04-01 10:00:00,Film for de 3-6 årige.,https://www.aakb.dk/node/9302,0,2014-01-24T10:56:43,"",8230,Åby Bibliotek,https://www.aakb.dk/files/list_images/filmth_12.jpg,Det er en overraskelse hvad vi viser de enkelte tirsdage - ingen tilmelding.,Ludvig Feilbergs Vej 7,2,10.162515,2014-04-01 10:00:00,56.156438,407,9302,2014-12-08 17:44:00
1,Aarhus,2013-12-10 19:00:00,Skriv dig ud af skuffen,https://www.aakb.dk/node/8974,0,2013-12-03T15:17:35,"
<p>Elsker du at jonglere med ord, men ender dine skriblerier for det meste i skuffen? Så er dette stedet, hvor du ganske fredeligt kan prøve kræfter med omverdenen og ligesindede ordglade skribenter. Vi byder på skriveøvelser og kaffe og du er velkommen sammen med alle dine idéer. Så udfordrer vi ordene i fælles leg, guidet af poetry slammere fra HAPS.</p>
<p>Find os i hallen ved Demoteksmøblet.</p>
<p>&nbsp;</p>
<p><a href=""https://da-dk.facebook.com/hapspoetry"">HAPS - Hele Aarhus' poetry slam</a> er en forening, som afholder åbne petry slams i Aarhus. Når de er på slap line på Hovedbiblioteket deler de ud af deres viden, giver feedback og sætter skriveøvelser i gang.</p>
<p><a href=""http://www.demotekaarhus.dk/"">DemotekAarhus</a>er et rum, et undergrundsbibliotek og en scene for kunstneriske udtryk. Et alsidigt, kunstnerisk ”loppemarked” og trafikknudepunkt, hvor du vil snuble over nye oplevelser og eksperimenter. Projektet har platform på Hovedbiblioteket i Aarhus og åbnede 30. Oktober 2012.</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/8447688633_5727117560_c_4.jpg"" alt="""" width=""344"" height=""229"" /></p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/skriv_dig_ud_af_skuffen_ny_saeson_mobil_6.jpg,DemotekAarhus og Hele Aarhus’ Poetry Slam (HAPS) inviterer endnu engang til skriveværksted på Hovedbiblioteket. ,Møllegade 1,1,10.200179,2013-12-10 17:00:00,56.156617,253,8974,2014-12-08 17:44:00
30,Højbjerg,2014-04-08 11:00:00,Digital Postkasse,https://www.aakb.dk/node/9510,0,2014-01-24T10:58:52,"
<p><img src=""https://www.aakb.dk/files/content_images/digital_post_12cm_1.jpg"" width=""340"" height=""255"" alt=""image"" />Fra 1. november 2014 er det lovpligtigt at have en Digital Postkasse på borger.dk (du kan dog under visse forudsætninger søge om fritagelse).<br />
Med en Digital Postkasse kan du modtage og sende post digitalt fra/til de offentlige myndigheder.</p>
<p>For at deltage på kurset skal du have et fungerende NemID til det offentlige. Du kan få oprettet et NemID på Højbjerg Bibliotek (medbring kørekort eller pas som legitimation - og kontakt biblioteket hvis du ikke har nogen af delene).</p>
<p>Tilmelding: Fra mandag 24. marts og senest mandag 7. april.</p>
",8270,Højbjerg Bibliotek,https://www.aakb.dk/files/list_images/digital_post_liste_1.jpg,Kom folketingets lovkrav i forkøbet!,Oddervej 74,2,10.207429,2014-04-08 10:00:00,56.11427,539,9510,2014-12-08 17:44:00
1,Aarhus,2013-12-05 17:30:00,Tænkepauser: Kærlighed,https://www.aakb.dk/node/8070,0,2013-12-03T15:17:35,"
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Forskerne formidler deres viden i&nbsp;foredragsrækken Tænkepauser.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Denne gang er det filosof og prodekan for Forskning og Talentudvikling på Aarhus Universitet, Anne Marie Pahuus, der taler om kærlighed.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p></p>
<p>Kærligheden er overalt. En romantisk kliche? Nej, et videnskabeligt faktum. Spørg bare Anne Marie Pahuus, filosof ved Aarhus Universitet. Kærligheden er i det største som det mindste: Vi elsker vores børn, og vi elsker is, nogle elsker endda Jesus, andre den danske sommer. Kærlighed er limen i alle parforhold og kernen i ethvert samfund. Den spænder vidt, fra lykke til lidelse, fra kedelig til kvalmende. Den kan overvinde alt og give evige sorger. Men siden tidernes morgen har hverken prædikanter eller popsangere været i tvivl: Størst er kærligheden.</p>
<p></p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal""><img title="""" src=""https://www.aakb.dk/files/content_images/anne_marie_pih8029_s.hv_web.jpg"" alt="""" width=""340"" height=""454"" /></p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Sted: Den lille scene</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Gratis entré</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/anne_marie_pih8029_s.hv_web.jpg,I foredragsrækken Tænkepauser fortæller Anne Marie Pahuus denne gang om KÆRLIGHED.,Møllegade 1,1,10.200179,2013-12-05 16:00:00,56.156617,38,8070,2014-12-08 17:44:00
1,Aarhus,2014-03-26 21:00:00,Elsk dig selv – foredrag om særligt sensitive mennesker,https://www.aakb.dk/node/9082,65,2014-03-25T09:40:48,"
<p>&nbsp;</p>
<p class=""MsoNormal"">Psykoterapeut og cand.theol. Ilse Sand fortæller om særlige sensitive mennesker, der typisk tager flere indtryk ind og forarbejder dem på et dybere plan, end andre mennesker gør. Hør om hvorfor det er almindeligt at nogle mennesker nemt bliver overstimulerede og har behov for at trække sig tilbage. I foredraget giver Ilse Sand råd til, hvordan man selv bliver bedre til at håndtere disse karaktertræk.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Foredraget finder sted onsdag 26. marts, kl. 19:00-21:00.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Entréen er 65 kr. Det foregår i salen.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Foredraget er en del af Hovedbibliotekets Krop og sind række. At finde sig selv i tilværelsen er en af de helt store udfordringer i det moderne liv. Vi sætter fokus på denne søgen i en række foredrag om krop og sind.</p>
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/ilse_sand-113.jpg_web_lille.jpg"" alt="""" width=""448"" height=""299"" /></p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/ilse_sand-113.jpg_web_lille_0.jpg,"Siden den amerikanske psykolog Elaine Aron udgav bogen ”The Highly Sensitive Person” (1999) er der kommet et enormt fokus på særlige sensitive mennesker, også kaldet HSP. Psykoterapeut og cand.theol. Ilse Sand fortæller i et foredrag om, hvorfor nogen mennesker har brug for at trække sig tilbage, og hvordan man kan håndtere HSP.",Møllegade 1,2,10.200179,2014-03-26 19:00:00,56.156617,297,9082,2014-12-08 17:44:00
39,Tilst,2014-02-27 11:00:00,Dig & dit tøjdyr,https://www.aakb.dk/node/8996,0,2014-01-24T11:01:39,"
<p>Både børn og voksne er i aktivitet, når vi krammer og gynger med vores tøjdyr, laver mad med dem, vasker dem – alt i mens vi synger sange om de ting, vi laver. Vi bruger melodier fra almindeligt kendte børnesange, og Helle Bull Sarning fra børneteateret Ratatas spiller guitar til og styrer aktiviteterne. Vel mødt og husk bamsen!</p>
<p>&nbsp;</p>
<p>Arrangementet er for de 1½-4årige.</p>
<p>Tilmelding fra tirsdag 18. februar på tlf. 8713 1820</p>
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/digogdittoejdyr.jpg"" alt="""" width=""264"" height=""198"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",8381,Tilst Bibliotek,https://www.aakb.dk/files/list_images/digogdittoejdyr.jpg,"Tag din bamse eller dit tøjdyr under armen og kom til teater, leg og musik på Tilst Bibliotek.",Tilst Skolevej 13 A,1,10.111042,2014-02-27 10:00:00,56.18945,260,8996,2014-12-08 17:44:00
1,Aarhus,2013-10-17 15:00:00,"Flet en kurv, en æske, en pung eller...",https://www.aakb.dk/node/8793,0,2013-10-02T13:55:22,"
<p>Mie Møller Nielsen er en rigtig ""gør-det-selv-kvinde"", som brænder for alt det kreative man kan gøre med enkle midler og genbrugsmaterialer. I Skrotlab vil hun demonstrere teknikken bag at flette skønne kurve m.m. og hjælper deltagerne videre i det omfang hun kan.</p>
<p>Så sæt eftermiddagen af til et rigtigt hygge gør-det-selv projekt og kom ned i Skrotlab på Hovedbiblioteket.</p>
<p>&nbsp;</p>
<p>Alle kan være med til at flette, men det kræver en hel del tålmodighed og koncentration, så vi anbefaler at børn er mindst 12 år, hvis de vil deltage.</p>
<p>&nbsp;</p>
<p>Skrotlab er et kreativt eksperiment vi laver på Hovedbiblioteket i oktober. Skrotlab iscenesætter vigtige temaer som skrot, spild, genbrug og bæredygtighed. Hvordan kan vi som samfund blive bedre til at udnytte de ressourcer vi har i stedet for hele tiden at være på jagt efter nye og gør bæredygtighed nogen forskel.</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/fletkurv2.jpg"" alt="""" width=""198"" height=""263"" /><img title="""" src=""https://www.aakb.dk/files/content_images/fletkurv.jpg"" alt="""" width=""258"" height=""261"" /></p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/fletkurv_lille.jpg,Kom til flette-workshop! Vi demonstrerer den grundlæggende teknik så du kan lave dine egne skønne kreationer.,Møllegade 1,1,10.200179,2013-10-17 11:00:00,56.156617,214,8793,2014-12-08 17:44:00
1,Aarhus,2013-10-18 15:00:00,"Flet en kurv, en æske, en pung eller...",https://www.aakb.dk/node/8813,0,2013-10-02T14:37:34,"
<p>Mie Møller Nielsen er en rigtig ""gør-det-selv-kvinde"", som brænder for alt det kreative man kan gøre med enkle midler og genbrugsmaterialer. I Skrotlab vil hun demonstrere teknikken bag at flette skønne kurve m.m. og hjælper deltagerne videre i det omfang hun kan.</p>
<p>Så sæt eftermiddagen af til et rigtigt hygge gør-det-selv projekt og kom ned i Skrotlab på Hovedbiblioteket.</p>
<p>&nbsp;</p>
<p>Alle kan være med til at flette, men det kræver en hel del tålmodighed og koncentration, så vi anbefaler at børn er mindst 12 år, hvis de vil deltage.</p>
<p>&nbsp;</p>
<p>Skrotlab er et kreativt eksperiment vi laver på Hovedbiblioteket i oktober. Skrotlab iscenesætter vigtige temaer som skrot, spild, genbrug og bæredygtighed. Hvordan kan vi som samfund blive bedre til at udnytte de ressourcer vi har i stedet for hele tiden at være på jagt efter nye og gør bæredygtighed nogen forskel.</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/fletkurv2_0.jpg"" alt="""" width=""218"" height=""290"" /><img title="""" src=""https://www.aakb.dk/files/content_images/fletkurv_0.jpg"" alt="""" width=""286"" height=""289"" /></p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/fletkurv_lille_0.jpg,Kom til flette-workshop! Vi demonstrerer den grundlæggende teknik så du kan lave dine egne skønne kreationer. ,Møllegade 1,1,10.200179,2013-10-18 11:00:00,56.156617,215,8813,2014-12-08 17:44:00
1,Aarhus,2013-11-12 17:30:00,Hvorfor arkadespil og hvem er TASF?!,https://www.aakb.dk/node/9000,0,2013-11-02T10:28:13,"
<p>Hvad er et arkadespil og hvorfor er de overhovedet relevante i det moderne spillandskab?</p>
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/tasf-l0g01_0.png"" alt=""tasf logo"" width=""546"" height=""200"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Kom og hør nogle dedikerede arkadeentusiaster fra <a href=""http://tasf.dk/"">Trøjborg Arkadespilforening</a> fortælle om hvorfor arkadespil er fantastiske.</p>
<p>&nbsp;</p>
<p>Det foregår ved spilmiljøet på den <strong>lille scene</strong> inde i Litteratur &amp; Musik og alle er velkomne!</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/nordiskspildag_dansk_1.jpg,Hvad er et arkadespil og hvorfor er de overhovedet relevante i det moderne spillandskab? ,Møllegade 1,2,10.200179,2013-11-12 17:00:00,56.156617,261,9000,2014-12-08 17:44:00
1,Aarhus,2013-11-14 17:30:00,Arkadespilgenrer: Shoot 'em ups og fighters,https://www.aakb.dk/node/9001,0,2013-11-02T10:27:48,"
<p class=""MsoNormal"">To genrer der er helt centrale inden for arkadespil, og der er mennesker, som dedikerer deres liv til dem.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal""><a href=""http://www.tasf.dk""><img title="""" src=""https://www.aakb.dk/files/content_images/tasf-l0g01_1.png"" alt=""tasf logo"" width=""546"" height=""200"" /></a></p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Kom og hør, hvad det er der er fascinerende ved shoot 'em ups og fighter spil, og hvordan man får mest ud af at spille dem.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Det foregår ved spilmiljøet på den&nbsp;<strong>lille scene</strong>&nbsp;inde i Litteratur &amp; Musik og alle er velkomne!</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/nordiskspildag_dansk_2.jpg,"Et oplæg om to genrer der er helt centrale inden for arkadespil, og de mennesker, som dedikerer deres liv til dem",Møllegade 1,2,10.200179,2013-11-14 17:00:00,56.156617,262,9001,2014-12-08 17:44:00
1,Aarhus,2013-10-29 17:30:00,Startmøde for iværksættere,https://www.aakb.dk/node/8284,0,2013-10-28T14:30:00,"
<p>Betina Møller&nbsp;fra Startvækst giver en introduktion med temaer som: Personlige kendetegn for en iværksætter, virksomhedsplanen og mulighederne for vækst.</p>
<p>&nbsp;</p>
<p>Tilmelding skal ske via: <a href=""Tilmelding%20skal%20ske%20via:%20http://www.startvaekst-aarhus.dk/da/startmoedeforivaerksaettere"">http://www.startvaekst-aarhus.dk/da/startmoedeforivaerksaettere</a></p>
<p>Arrangementet finder sted&nbsp;i Salen på 1.sal i Hovedbiblioteket.</p>
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/ivaerksaetteri2.jpg"" alt="""" width=""249"" height=""375"" /></p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/ivaerksaetter3.jpg,"Startmøde er for dig, der har planer om at starte egen virksomhed. ",Møllegade 1,1,10.200179,2013-10-29 16:00:00,56.156617,108,8284,2014-12-08 17:44:00
34,Risskov,2013-10-31 11:00:00,Bamsehospitalet kommer på biblioteket.,https://www.aakb.dk/node/8727,0,2013-10-28T14:29:01,"
<p><img src=""https://www.aakb.dk/files/content_images/bamsehospital_0.png"" alt="""" title="""" width=""291"" height=""263"" /></p>
<p>Har din bamse brækket benet, er den forkølet eller skal den bare til bamseundersøgelse?</p>
<p>Så kan du få hjælp på Bamsehospitalet, hvor der både er lægesekretær og læge.</p>
<p>Du må selvfølglig gerne tage en voksen med på Bamsehospitalet.</p>
<p>Bamsehospitalet er en landsdækkende organisation, bestående af frivillige medicinstuderende.</p>
<p>&nbsp;For bamser og deres børn mellem 3 og 5 år.</p>
<p>Gratis billetter kan bestilles fra torsdag d. 17. oktober</p>
",8240,Risskov Bibliotek,https://www.aakb.dk/files/list_images/bamse-2011_0.jpg,"Arrangementet er en del af ""Bamseuger på biblioteket""",Fortebakken 1,1,10.223633,2013-10-31 10:00:00,56.193761,201,8727,2014-12-08 17:44:00
34,Risskov,2013-10-31 12:00:00,Bamsehospitalet kommer på biblioteket.,https://www.aakb.dk/node/8728,0,2013-10-28T14:29:01,"
<p><img src=""https://www.aakb.dk/files/content_images/bamsehospital_1.png"" alt="""" title="""" width=""298"" height=""262"" /></p>
<p>Har din bamse brækket benet, er den forkølet eller skal den bare til bamseundersøgelse? Så kan du få hjælp på Bamsehospitalet, hvor der både er lægesekretær og læge.</p>
<p>Du må selvfølglig gerne tage en voksen med på Bamsehospitalet.</p>
<p>Bamsehospitalet er en landsdækkende organisation, bestående af frivillige medicinstuderende.</p>
<p>For bamser og deres børn mellem 3 og 5 år.</p>
<p>Gratis billetter kan bestilles fra torsdag d. 17. oktober</p>
",8240,Risskov Bibliotek,https://www.aakb.dk/files/list_images/bamse-2011_1.jpg,"Arrangementet er en del af ""Bamseuger på biblioteket""",Fortebakken 1,1,10.223633,2013-10-31 11:00:00,56.193761,202,8728,2014-12-08 17:44:00
